title,description,category,subCategory,url,isPaid,price,avgRating,numSubscribers
Tableau 10 A-Z: Hands-On Tableau Training For Data Science!,Learn Tableau 10 for Data Science step-by-step. Real-Life Data Analytics Exercises & Quizzes Included. Learn by doing!,Business,Data & Analytics,/tableau10/,true,"₹12,800",4.61899,70711
The Python Mega Course: Build 10 Real World Applications,Start Python from the basics and learn how to create 10 amazing and professional Python programs used in the real world!,Development,Programming Languages,/the-python-mega-course/,true,"₹12,800",4.39711,111293
Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),Vue JS is an awesome JavaScript Framework for building Frontend Applications! VueJS mixes the Best of Angular + React!,Development,Web Development,/vuejs-2-the-complete-guide/,true,"₹12,160",4.69502,70180
Build Responsive Real World Websites with HTML5 and CSS3,"The easiest way to learn modern web design, HTML5 and CSS3 step-by-step from scratch. Design AND code a huge project.",Development,Web Development,/design-and-develop-a-killer-website-with-html5-and-css3/,true,"₹12,800",4.59177,103355
Learn Python Programming Masterclass,This Python For Beginners Course Teaches You The Python Language  Fast.  Includes Python Online Training With Python 3,Development,Programming Languages,/python-the-complete-python-developer-course/,true,"₹9,280",4.45554,102286
C# Basics for Beginners: Learn C# Fundamentals by Coding,"Master C# fundamentals in 6 hours - The most popular course with 50,000+ students, packed with tips and exercises!",Development,Programming Languages,/csharp-tutorial-for-beginners/,true,"₹11,520",4.55659,68787
Selenium WebDriver with Java -Basics to Advanced+Frameworks,"Join with us-""Top Ranked #1  Master Selenium java course - 55,000+ students learning together with great collaboration",Development,Software Testing,/selenium-real-time-examplesinterview-questions/,true,"₹12,800",4.45169,55555
Learn and Understand NodeJS,"Dive deep under the hood of NodeJS. Learn V8, Express, the MEAN stack, core Javascript concepts, and more.",Development,Web Development,/understand-nodejs/,true,"₹12,480",4.48963,85164
Spring & Hibernate for Beginners (includes Spring Boot),"Spring Framework 5: Learn Spring Core, Spring AOP, Spring MVC, Spring Security, Spring REST, Spring Boot and Hibernate",Development,Programming Languages,/spring-hibernate-tutorial/,true,"₹12,800",4.54348,62552
Pianoforall - Incredible New Way To Learn Piano & Keyboard,"Learn Piano in WEEKS not years. Play-By-Ear & learn to Read Music. Pop, Blues, Jazz, Ballads, Improvisation, Classical",Music,Instruments,/pianoforall-incredible-new-way-to-learn-piano-keyboard/,true,"₹12,800",4.54261,154735
Automate the Boring Stuff with Python Programming,"A practical programming course for office workers, academics, and administrators who want to improve their productivity.",Development,Programming Languages,/automate/,true,"₹3,200",4.56131,119637
The Complete Android N Developer Course,"Learn Android App Development with Android 7 Nougat by building real apps including Uber, Whatsapp and Instagram!",Development,Mobile Apps,/complete-android-n-developer-course/,true,"₹12,800",4.45992,99909
CCNA 2018 200-125 Video Boot Camp With Chris Bryant,"During Our Black Friday Promotion, You Get My CCNA Security Course FREE When You Join My CCNA Video Boot Camp!",IT & Software,IT Certification,/ccna-on-demand-video-boot-camp/,true,"₹1,280",4.53769,81464
Docker Mastery: The Complete Toolset From a Docker Captain,"Build, compose, deploy, and manage Docker containers from development to DevOps based Swarm clusters",Development,Development Tools,/docker-mastery/,true,"₹12,800",4.58834,80855
CompTIA A+ Certification 901. The Total Course,"Everything you need to pass the A+ 220-901 Exam, from Mike Meyers, and Total Seminars. English / Spanish / Portuguese CC",IT & Software,IT Certification,/comptia-a-certification-901-the-total-course/,true,"₹9,280",4.60915,51725
Deep Learning A-Z™: Hands-On Artificial Neural Networks,Learn to create Deep Learning Algorithms in Python from two Machine Learning & Data Science experts. Templates included.,Business,Data & Analytics,/deeplearning/,true,"₹12,800",4.48386,134706
Data Science A-Z™: Real-Life Data Science Exercises Included,"Learn Data Science step by step through real Analytics examples. Data Mining, Modeling, Tableau Visualization and more!",Business,Data & Analytics,/datascience/,true,"₹12,800",4.46447,92078
Learn and Understand AngularJS,"Master AngularJS and the Javascript concepts behind it, design custom directives, and build a single page application.",Development,Web Development,/learn-angularjs/,true,"₹11,200",4.48452,73617
R Programming A-Z™: R For Data Science With Real Exercises!,"Learn Programming In R And R Studio. Data Analytics, Data Science, Statistical Analysis, Packages, Functions, GGPlot2",Business,Data & Analytics,/r-programming/,true,"₹12,800",4.55683,77378
PMP Exam Prep: Earn Your PMP Certification,Project Management Professional (PMP) Exam Prep Seminar to Pass the PMP Exam - 35 Contact Hours from PMI REP #4082,Business,Project Management,/pmp-exam-prep-earn-your-pmp-certification/,true,"₹12,800",4.47037,57423
The Complete ASP.NET MVC 5 Course,"Learn to build fast and secure web applications with ASP.NET MVC 5 - The most popular course with 40,000+ students!",Development,Web Development,/the-complete-aspnet-mvc-5-course/,true,"₹12,160",4.40643,53062
PMP Exam Prep Seminar -  PMBOK Guide 6,PMP Exam Prep Seminar - Earn 35 PDUs by completing the entire PMP course,Business,Project Management,/pmp-pmbok6-35-pdus/,true,"₹12,800",4.53525,54121
The Ultimate MySQL Bootcamp: Go from SQL Beginner to Expert,Become an In-demand SQL Master by creating complex databases and building reports through real-world projects,Development,Databases,/the-ultimate-mysql-bootcamp-go-from-sql-beginner-to-expert/,true,"₹11,520",4.55823,83522
The Complete Web Developer in 2019: Zero to Mastery,"Learn to code and become a web developer in 2019 with HTML, CSS, Javascript, React, Node.js, Machine Learning & more!",Development,Web Development,/the-complete-web-developer-zero-to-mastery/,true,"₹12,800",4.71838,52661
The Complete Salesforce Administrator Certification Course,"Salesforce Admin 60 Question Practice Test Included! Join over 45,000 students. Look for my new Lightning ADX201 Course",IT & Software,IT Certification,/salesforce-administrator/,true,"₹12,800",4.49182,47385
The Complete Cyber Security Course : Hackers Exposed!,"Volume 1 : Become a Cyber Security Specialist, Learn How to Stop Hackers, Prevent Hacking,  Learn IT Security &  INFOSEC",IT & Software,Network & Security,/the-complete-internet-security-privacy-course-volume-1/,true,"₹7,680",4.5031,82586
Python and Django Full Stack Web Developer Bootcamp,"Learn to build websites with HTML , CSS , Bootstrap , Javascript , jQuery , Python 3 , and Django!",Development,Web Development,/python-and-django-full-stack-web-developer-bootcamp/,true,"₹12,800",4.50947,60374
iOS 10 & Swift 3: From Beginner to Paid Professional™,The most comprehensive course on iOS development - become a master of app development,Development,Mobile Apps,/devslopes-ios10/,true,"₹12,800",4.26087,89081
The Python Bible™ | Everything You Need to Program in Python,Build 11 Projects and go from Beginner to Pro in Python with the World's Most Fun Project-Based Python Course!,Development,Programming Languages,/the-python-bible/,true,"₹12,480",4.57329,53957
Become a SuperLearner® 2: Learn Speed Reading & Boost Memory,The original course to learn faster & more easily using the skills of the worlds fastest readers & memory record holders,Personal Development,Memory & Study Skills,/become-a-superlearner-2-speed-reading-memory-accelerated-learning/,true,"₹12,800",4.31166,90730
The Complete Angular Course: Beginner to Advanced,"The most comprehensive Angular 4 (Angular 2+) course. Build a real e-commerce app with Angular, Firebase and Bootstrap 4",Development,Web Development,/the-complete-angular-master-class/,true,"₹12,800",4.5338,57647
Facebook Ads & Facebook Marketing MASTERY 2018 | Coursenvy ™,"Facebook Marketing from beginner to advanced! Join 100,000+ students who MASTERED Facebook and are Facebook Ads experts!",Marketing,Social Media Marketing,/facebook-ads-facebook-marketing-mastery-guide/,true,"₹12,800",4.46027,86440
Learn Linux in 5 Days and Level Up Your Career,Use the in-demand Linux skills you learn in this course to get promoted or start a new career as a Linux professional.,IT & Software,Operating Systems,/learn-linux-in-5-days/,true,"₹12,480",4.43768,75345
Angular Crash Course for Busy Developers,Have limited time to learn Angular 4 (Angular 2+)? Take this course and learn Angular in 10 hours!,Development,Web Development,/angular-crash-course/,true,"₹10,240",4.55481,49412
Cryptocurrency Investment Course 2018: Fund your Retirement!,The Complete Guide to Buying and Selling Bitcoin and Altcoins on the Cryptocurrency Exchange!,Business,Entrepreneurship,/cryptocurrency/,true,"₹12,480",3.43056,40983
"Machine Learning, Data Science and Deep Learning with Python","Complete hands-on machine learning tutorial with data science, Tensorflow, artificial intelligence, and neural networks",Development,Software Engineering,/data-science-and-machine-learning-with-python-hands-on/,true,"₹10,240",4.56065,78299
Character Art School: Complete Character Drawing Course,"Learn How to Draw People and Character Designs Professionally, Drawing for Animation, Comics, Cartoons, Games and More!",Design,Other,/character-art-school-complete-character-drawing/,true,"₹12,480",4.36224,69813
The Ultimate Hands-On Hadoop - Tame your Big Data!,"Hadoop tutorial with MapReduce, HDFS, Spark, Flink, Hive, HBase, MongoDB, Cassandra, Kafka + more! Over 25 technologies.",Business,Data & Analytics,/the-ultimate-hands-on-hadoop-tame-your-big-data/,true,"₹11,520",4.54155,60351
Become a Product Manager | Learn the Skills & Get the Job,"The most complete course available on Product Management. 13+ hours of videos, activities, interviews, & more",Business,Management,/become-a-product-manager-learn-the-skills-get-a-job/,true,"₹12,480",4.44646,54617
Blockchain and Bitcoin Fundamentals,Learn the key elements of blockchain and Bitcoin in this bestselling video course and accompanying PDF glossary.,IT & Software,Other,/blockchain-and-bitcoin-fundamentals/,true,"₹6,080",4.62402,40411
Complete Guitar System - Beginner to Advanced,All-in-one Guitar Course With a Proven Step-by-step Learning System.,Music,Instruments,/complete-guitar-system-beginner-to-advanced/,true,"₹12,800",4.37005,93383
"C# Intermediate: Classes, Interfaces and OOP","An in-depth, step-by-step guide to classes, interfaces and object-oriented programming (OOP) with C#",Development,Programming Languages,/csharp-intermediate-classes-interfaces-and-oop/,true,"₹9,600",4.53991,51000
The Complete iOS 10 & Swift 3 Developer Course,"Learn iOS App Development by building 21 iOS apps using Swift 3 & Xcode 8. Includes free web hosting, assets & ebook.",Development,Mobile Apps,/complete-ios-10-developer-course/,true,"₹12,800",4.5609,61083
PHP for Beginners - Become a PHP Master - CMS Project,PHP for Beginners: learn everything you need to become a professional PHP developer with practical exercises & projects.,Development,Web Development,/php-for-complete-beginners-includes-msql-object-oriented/,true,"₹12,800",4.43561,56720
The Complete Financial Analyst Course 2018,"Excel, Accounting, Financial Statement Analysis, Business Analysis, Financial Math, PowerPoint: Everything is Included!",Business,Finance,/the-complete-financial-analyst-course/,true,"₹12,480",4.53962,78166
Spring Framework Master Class - Learn Spring the Modern Way!,"Learn the magic of Spring Framework in 100 Steps with Spring Boot, Spring JDBC, Spring AOP, Hibernate, JUnit & Mockito",IT & Software,Other,/spring-tutorial-for-beginners/,true,"₹12,800",4.29135,64281
